MessageID,Subject,Message,Spam/Ham,Date
7191,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2016-07-28
7192,Weekly report attached,Here are the design mockups for your review.,ham,2024-06-14
7193,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2011-04-06
7194,Weekly report attached,Here are the design mockups for your review.,ham,2022-09-06
7195,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-12-14
7196,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-06-16
7197,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2025-06-04
7198,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2023-03-06
7199,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-08-01
7200,Weekly report attached,Could we reschedule our meeting to next week?,ham,2022-07-14
7201,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2025-07-05
7202,Weekly report attached,Could we reschedule our meeting to next week?,ham,2023-05-18
7203,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-01-18
7204,Project update and next steps,Could we reschedule our meeting to next week?,ham,2012-09-30
7205,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2025-07-08
7206,Weekly report attached,Here are the design mockups for your review.,ham,2013-02-10
7207,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2025-02-25
7208,Weekly report attached,Here are the design mockups for your review.,ham,2010-10-17
7209,Lunch plans?,Here are the design mockups for your review.,ham,2022-03-29
7210,Project update and next steps,Could we reschedule our meeting to next week?,ham,2016-09-12
7211,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2010-06-03
7212,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2025-01-04
7213,Lunch plans?,Here are the design mockups for your review.,ham,2022-02-09
7214,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2014-01-31
7215,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2010-07-11
7216,Team outing this Friday,Here are the design mockups for your review.,ham,2016-05-23
7217,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2020-02-03
7218,Team outing this Friday,Here are the design mockups for your review.,ham,2014-04-20
7219,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2012-10-27
7220,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2010-03-05
7221,Project update and next steps,Could we reschedule our meeting to next week?,ham,2024-03-16
7222,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2014-04-19
7223,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2010-05-06
7224,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2021-05-15
7225,Team outing this Friday,Here are the design mockups for your review.,ham,2013-05-22
7226,Weekly report attached,Here are the design mockups for your review.,ham,2011-04-04
7227,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-12-11
7228,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-03-14
7229,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2012-02-25
7230,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2022-07-10
7231,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2020-07-18
7232,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2025-01-10
7233,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2011-07-09
7234,Project update and next steps,Here are the design mockups for your review.,ham,2018-05-02
7235,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2024-05-17
7236,Team outing this Friday,Here are the design mockups for your review.,ham,2018-10-25
7237,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2011-10-19
7238,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2019-04-23
7239,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2016-01-13
7240,Weekly report attached,Could we reschedule our meeting to next week?,ham,2012-10-14
7241,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-02-04
7242,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2023-11-25
7243,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2022-11-24
7244,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2020-03-17
7245,Weekly report attached,Could we reschedule our meeting to next week?,ham,2017-11-26
7246,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2018-06-21
7247,Lunch plans?,Could we reschedule our meeting to next week?,ham,2014-11-12
7248,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2012-02-27
7249,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-10-19
7250,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2013-03-02
7251,Lunch plans?,Here are the design mockups for your review.,ham,2013-12-14
7252,Lunch plans?,Here are the design mockups for your review.,ham,2010-07-31
7253,Lunch plans?,Could we reschedule our meeting to next week?,ham,2021-08-18
7254,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2024-05-16
7255,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2011-09-05
7256,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2012-10-24
7257,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2014-10-26
7258,Weekly report attached,Could we reschedule our meeting to next week?,ham,2011-11-24
7259,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2022-12-01
7260,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2016-10-16
7261,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2016-03-24
7262,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2019-01-01
7263,Project update and next steps,Here are the design mockups for your review.,ham,2023-10-05
7264,Weekly report attached,Here are the design mockups for your review.,ham,2011-12-03
7265,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2024-07-25
7266,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2017-10-04
7267,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2024-08-25
7268,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2017-05-06
7269,Lunch plans?,Could we reschedule our meeting to next week?,ham,2022-02-01
7270,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2020-12-16
7271,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2025-01-18
7272,Project update and next steps,Here are the design mockups for your review.,ham,2018-10-09
7273,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2014-11-10
7274,Team outing this Friday,Here are the design mockups for your review.,ham,2019-01-11
7275,Project update and next steps,Could we reschedule our meeting to next week?,ham,2017-05-15
7276,Team outing this Friday,Here are the design mockups for your review.,ham,2010-11-14
7277,Weekly report attached,Here are the design mockups for your review.,ham,2023-08-07
7278,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-03-04
7279,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2011-12-06
7280,Weekly report attached,Could we reschedule our meeting to next week?,ham,2022-09-22
7281,Project update and next steps,Here are the design mockups for your review.,ham,2020-10-23
7282,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2013-10-24
7283,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2023-01-09
7284,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-08-18
7285,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2018-07-10
7286,Weekly report attached,Could we reschedule our meeting to next week?,ham,2018-07-10
7287,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2013-07-27
7288,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2011-09-28
7289,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2021-07-25
7290,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2014-08-23
7291,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2024-12-06
7292,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2019-07-29
7293,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2013-12-18
7294,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2021-12-20
7295,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2014-02-02
7296,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2019-06-28
7297,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2015-11-05
7298,Project update and next steps,Here are the design mockups for your review.,ham,2019-05-05
7299,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2012-10-16
7300,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2018-12-23
7301,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2021-07-30
7302,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2010-08-21
7303,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-01-03
7304,Weekly report attached,Here are the design mockups for your review.,ham,2023-11-05
7305,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2020-02-13
7306,Project update and next steps,Here are the design mockups for your review.,ham,2010-12-05
7307,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2022-12-24
7308,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-02-03
7309,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2011-02-27
7310,Weekly report attached,Here are the design mockups for your review.,ham,2017-04-11
7311,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-04-25
7312,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2018-07-23
7313,Weekly report attached,Could we reschedule our meeting to next week?,ham,2018-11-26
7314,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-06-06
7315,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2017-01-26
7316,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2013-01-22
7317,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2011-06-18
7318,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-07-15
7319,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2020-02-20
7320,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-04-02
7321,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2019-07-27
7322,Lunch plans?,Here are the design mockups for your review.,ham,2023-08-23
7323,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2018-01-04
7324,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2018-04-04
7325,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2016-01-09
7326,Weekly report attached,Here are the design mockups for your review.,ham,2016-02-21
7327,Project update and next steps,Here are the design mockups for your review.,ham,2010-08-25
7328,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2020-05-29
7329,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2017-04-08
7330,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2022-07-12
7331,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2024-08-22
7332,Team outing this Friday,Here are the design mockups for your review.,ham,2015-01-01
7333,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2013-08-26
7334,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-11-09
7335,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-12-24
7336,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2019-04-12
7337,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2021-03-20
7338,Weekly report attached,Could we reschedule our meeting to next week?,ham,2023-01-01
7339,Lunch plans?,Could we reschedule our meeting to next week?,ham,2022-01-16
7340,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2020-07-22
7341,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2016-11-13
7342,Project update and next steps,Could we reschedule our meeting to next week?,ham,2013-01-07
7343,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2018-03-28
7344,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2023-06-25
7345,Weekly report attached,Here are the design mockups for your review.,ham,2012-09-14
7346,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2015-10-20
7347,Lunch plans?,Could we reschedule our meeting to next week?,ham,2018-03-28
7348,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2017-01-24
7349,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2010-08-13
7350,Lunch plans?,Could we reschedule our meeting to next week?,ham,2022-08-21
7351,Team outing this Friday,Here are the design mockups for your review.,ham,2014-10-03
7352,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-09-06
7353,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2019-11-16
7354,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-04-26
7355,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2012-04-04
7356,Team outing this Friday,Here are the design mockups for your review.,ham,2020-03-25
7357,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2021-05-07
7358,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2020-07-21
7359,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2023-03-22
7360,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-11-11
7361,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2017-11-12
7362,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2015-10-27
7363,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-04-18
7364,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2021-01-04
7365,Lunch plans?,Could we reschedule our meeting to next week?,ham,2016-08-18
7366,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2010-12-29
7367,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-09-01
7368,Weekly report attached,Here are the design mockups for your review.,ham,2022-06-27
7369,Weekly report attached,Could we reschedule our meeting to next week?,ham,2024-10-23
7370,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-08-16
7371,Lunch plans?,Could we reschedule our meeting to next week?,ham,2024-03-18
7372,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-01-10
7373,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2012-02-02
7374,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2011-04-26
7375,Project update and next steps,Could we reschedule our meeting to next week?,ham,2010-06-13
7376,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2015-04-01
7377,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2025-04-29
7378,Lunch plans?,Could we reschedule our meeting to next week?,ham,2015-07-29
7379,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2014-02-07
7380,Project update and next steps,Could we reschedule our meeting to next week?,ham,2017-04-21
7381,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2012-10-16
7382,Lunch plans?,Could we reschedule our meeting to next week?,ham,2015-03-21
7383,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2024-10-06
7384,Lunch plans?,Here are the design mockups for your review.,ham,2024-07-14
7385,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2025-05-19
7386,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2020-10-10
7387,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2016-09-02
7388,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-07-24
7389,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2023-06-02
7390,Weekly report attached,Here are the design mockups for your review.,ham,2014-10-06
7391,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2013-12-26
7392,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2022-03-01
7393,Lunch plans?,Could we reschedule our meeting to next week?,ham,2024-05-07
7394,Weekly report attached,Could we reschedule our meeting to next week?,ham,2014-11-22
7395,Lunch plans?,Here are the design mockups for your review.,ham,2023-09-23
7396,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2024-05-02
7397,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2025-03-14
7398,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2015-12-27
7399,Weekly report attached,Could we reschedule our meeting to next week?,ham,2012-11-10
7400,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2025-03-25
7401,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2012-01-08
7402,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-08-03
7403,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-07-14
7404,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2019-03-12
7405,Weekly report attached,Could we reschedule our meeting to next week?,ham,2021-05-06
7406,Lunch plans?,Could we reschedule our meeting to next week?,ham,2014-03-09
7407,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2014-01-06
7408,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2019-05-24
7409,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2017-02-22
7410,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2019-05-21
7411,Weekly report attached,Here are the design mockups for your review.,ham,2010-01-04
7412,Lunch plans?,Here are the design mockups for your review.,ham,2018-11-28
7413,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-11-08
7414,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2014-04-07
7415,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2018-03-04
7416,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2016-12-18
7417,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2015-07-07
7418,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2019-11-04
7419,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2014-05-10
7420,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2017-07-25
7421,Weekly report attached,Here are the design mockups for your review.,ham,2010-08-26
7422,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2010-07-19
7423,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2022-02-18
7424,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2023-10-02
7425,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-01-05
7426,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2015-05-30
7427,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2021-08-05
7428,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2023-12-17
7429,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2023-12-31
7430,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-05-13
7431,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2020-12-31
7432,Weekly report attached,Here are the design mockups for your review.,ham,2014-07-01
7433,Lunch plans?,Here are the design mockups for your review.,ham,2018-01-01
7434,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2010-11-10
7435,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2021-07-22
7436,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2016-05-11
7437,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2022-09-14
7438,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2022-04-02
7439,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2023-10-20
7440,Project update and next steps,Here are the design mockups for your review.,ham,2023-01-10
7441,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2018-01-28
7442,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2024-03-16
7443,Weekly report attached,I'll be on leave tomorrow. Please cover for me.,ham,2014-11-12
7444,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2014-06-25
7445,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2023-08-19
7446,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-08-28
7447,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2017-01-12
7448,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2012-08-23
7449,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2020-09-24
7450,Lunch plans?,Here are the design mockups for your review.,ham,2011-04-24
7451,Lunch plans?,Could we reschedule our meeting to next week?,ham,2020-02-15
7452,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-05-02
7453,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2012-09-11
7454,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2014-03-04
7455,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2020-02-06
7456,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2023-02-27
7457,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2012-11-13
7458,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2012-07-11
7459,Team outing this Friday,Let's catch up over lunch to discuss the project.,ham,2022-08-18
7460,Team outing this Friday,Here are the design mockups for your review.,ham,2024-05-10
7461,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2020-09-21
7462,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2024-02-18
7463,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2021-04-13
7464,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2015-10-24
7465,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2019-05-10
7466,Project update and next steps,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-04-16
7467,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2012-09-02
7468,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-08-10
7469,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2012-11-02
7470,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2022-12-23
7471,Team outing this Friday,Here are the design mockups for your review.,ham,2015-09-29
7472,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2023-05-24
7473,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2011-03-24
7474,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2025-05-25
7475,Weekly report attached,Here are the design mockups for your review.,ham,2024-06-10
7476,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2018-07-24
7477,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2015-09-18
7478,Project update and next steps,Could we reschedule our meeting to next week?,ham,2018-05-20
7479,Lunch plans?,Could we reschedule our meeting to next week?,ham,2022-07-23
7480,Project update and next steps,Could we reschedule our meeting to next week?,ham,2012-04-07
7481,Weekly report attached,Could we reschedule our meeting to next week?,ham,2023-06-10
7482,Project update and next steps,Here are the design mockups for your review.,ham,2024-08-26
7483,Weekly report attached,Let's catch up over lunch to discuss the project.,ham,2018-06-30
7484,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2016-11-02
7485,Team outing this Friday,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2018-12-14
7486,Weekly report attached,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2013-09-16
7487,Weekly report attached,Could we reschedule our meeting to next week?,ham,2010-06-28
7488,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2022-02-28
7489,Project update and next steps,Could we reschedule our meeting to next week?,ham,2012-04-05
7490,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2025-06-12
7491,Project update and next steps,Could we reschedule our meeting to next week?,ham,2013-06-15
7492,Lunch plans?,Could we reschedule our meeting to next week?,ham,2014-08-16
7493,Weekly report attached,Could we reschedule our meeting to next week?,ham,2018-05-27
7494,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2021-05-10
7495,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2025-03-05
7496,Weekly report attached,Here are the design mockups for your review.,ham,2012-10-10
7497,Lunch plans?,Here are the design mockups for your review.,ham,2021-10-16
7498,Lunch plans?,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2019-04-12
7499,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2014-07-07
7500,Meeting agenda for tomorrow,Could we reschedule our meeting to next week?,ham,2023-07-06
7501,Project update and next steps,I'll be on leave tomorrow. Please cover for me.,ham,2014-11-17
7502,Meeting agenda for tomorrow,Here are the design mockups for your review.,ham,2019-06-20
7503,Weekly report attached,Could we reschedule our meeting to next week?,ham,2014-07-29
7504,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2012-01-02
7505,Lunch plans?,Could we reschedule our meeting to next week?,ham,2014-03-22
7506,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2011-02-11
7507,Project update and next steps,Here are the design mockups for your review.,ham,2011-12-18
7508,Project update and next steps,Here are the design mockups for your review.,ham,2016-09-25
7509,Meeting agenda for tomorrow,I'll be on leave tomorrow. Please cover for me.,ham,2014-10-08
7510,Meeting agenda for tomorrow,Let's catch up over lunch to discuss the project.,ham,2013-11-30
7511,Project update and next steps,Here are the design mockups for your review.,ham,2012-08-08
7512,Weekly report attached,Here are the design mockups for your review.,ham,2021-02-13
7513,Team outing this Friday,I'll be on leave tomorrow. Please cover for me.,ham,2024-05-02
7514,Team outing this Friday,Here are the design mockups for your review.,ham,2011-04-28
7515,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2023-08-02
7516,Project update and next steps,Here are the design mockups for your review.,ham,2021-09-28
7517,Lunch plans?,Could we reschedule our meeting to next week?,ham,2018-03-17
7518,Team outing this Friday,Could we reschedule our meeting to next week?,ham,2011-01-27
7519,Lunch plans?,I'll be on leave tomorrow. Please cover for me.,ham,2018-05-06
7520,Meeting agenda for tomorrow,"Hi team, please find the weekly report attached. Let me know if any changes are needed.",ham,2011-01-08
7521,Project update and next steps,Could we reschedule our meeting to next week?,ham,2013-02-08
7522,Lunch plans?,Could we reschedule our meeting to next week?,ham,2019-10-04
7523,Project update and next steps,Here are the design mockups for your review.,ham,2012-02-16
7524,Lunch plans?,Let's catch up over lunch to discuss the project.,ham,2015-10-29
7525,Project update and next steps,Let's catch up over lunch to discuss the project.,ham,2018-04-19
